,TRAN_AMT,ACCT_PRE_TRAN_AVAIL_BAL,CUST_AGE,OPEN_ACCT_CT,WF_dvc_age,PWD_UPDT_TS,CARR_NAME,RGN_NAME,STATE_PRVNC_TXT,ALERT_TRGR_CD,DVC_TYPE_TXT,AUTHC_PRIM_TYPE_CD,AUTHC_SCNDRY_STAT_TXT,CUST_ZIP,CUST_STATE,PH_NUM_UPDT_TS,CUST_SINCE_DT,TRAN_TS,TRAN_DT,FRAUD_NONFRAUD,median_income,mean_income,overall_rank,state,fraud_score,id_theft_rank,fraud_rank,policy rank,AGE,year,month,fraud_hits,alert_counts,fraud_alert_ratio
7971,491.42,134.25,Senior,5,389,2-3 years,softlayer technologies inc.,southwest,california,ONLN,DESKTOP,AFA_PL,missing,77075,TX,Unknown,1993-01-03,Evening,7/10/2021,Non-Fraud,54819.0,66471.0,16,TX,57.57,8,44,41,70,2021,7,0,5,0.0
7972,469.36,49.11,Adult,3,94,1 year or Less,comcast cable communications  llc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,77075,TX,Unknown,1997-07-25,Early Morning,3/18/2021,Non-Fraud,54819.0,66471.0,16,TX,57.57,8,44,41,33,2021,3,0,5,0.0
7973,4.29,0.0,Adult,6,1373,1 year or Less,cox communications inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77075,TX,Unknown,2001-03-31,Afternoon,2/11/2021,Non-Fraud,54819.0,66471.0,16,TX,57.57,8,44,41,50,2021,2,0,5,0.0
7974,1.5,345.63,Adult,6,1027,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77075,TX,Unknown,2000-07-28,Evening,4/11/2021,Non-Fraud,54819.0,66471.0,16,TX,57.57,8,44,41,50,2021,4,0,5,0.0
7975,472.24,4477.98,Adult,19,146,3-4 years,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77430,TX,2-3 years,1996-01-16,Morning,6/15/2021,Non-Fraud,80889.0,93932.0,16,TX,57.57,8,44,41,38,2021,6,0,1,0.0
7976,76.93,5758.87,Senior,3,2343,1 year or Less,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,76035,TX,Unknown,1977-09-29,Morning,1/28/2021,Non-Fraud,108274.0,154609.0,16,TX,57.57,8,44,41,61,2021,1,0,1,0.0
7977,1305.9,3464.49,Senior,12,130,2-3 years,cellco partnership dba verizon wireless,south central,texas,MOBL,TABLET,UN_PWD,CHALLENGE_SUCCESS,78380,TX,3-4 years,2011-11-22,Morning,5/19/2021,Non-Fraud,49424.0,66592.0,16,TX,57.57,8,44,41,72,2021,5,0,1,0.0
7978,147.9,16978.58,Senior,20,1107,3-4 years,houston independent school district,south central,texas,MOBL,PHONE,FACE_ID,ALLOW,78368,TX,2-3 years,1973-02-15,Early Morning,8/30/2021,Non-Fraud,40380.0,57999.0,16,TX,57.57,8,44,41,60,2021,8,0,2,0.0
7979,80.04,198732.47,Senior,11,14,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78368,TX,Unknown,1989-01-21,Afternoon,2/26/2021,Non-Fraud,40380.0,57999.0,16,TX,57.57,8,44,41,64,2021,2,0,2,0.0
7980,15.95,0.0,Adult,7,2747,1 year or Less,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77076,TX,Unknown,1999-08-24,Morning,5/18/2021,Non-Fraud,38346.0,45310.0,16,TX,57.57,8,44,41,41,2021,5,0,2,0.0
7981,0.01,0.0,Senior,2,149,Unknown,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77076,TX,2-3 years,1989-12-28,Morning,1/5/2021,Non-Fraud,38346.0,45310.0,16,TX,57.57,8,44,41,62,2021,1,0,2,0.0
7982,493.21,3840.4,Senior,3,371,1 year or Less,att services inc,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77581,TX,1 year or Less,2003-12-01,Morning,1/27/2021,Fraud,92687.0,111249.0,16,TX,57.57,8,44,41,73,2021,1,2,3,0.6666666666666666
7983,2.91,0.0,Adult,5,59,1 year or Less,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,77581,TX,Unknown,2013-04-14,Morning,3/22/2021,Non-Fraud,92687.0,111249.0,16,TX,57.57,8,44,41,31,2021,3,2,3,0.6666666666666666
7984,490.32,4448.53,Adult,8,0,1 year or Less,missing,missing,missing,ONLN,DESKTOP,UN_PWD,ALLOW,77581,TX,1 year or Less,1996-12-01,Morning,3/8/2021,Fraud,92687.0,111249.0,16,TX,57.57,8,44,41,37,2021,3,2,3,0.6666666666666666
7985,494.48,1547.95,Senior,4,2100,1 year or Less,cox communications inc.,southwest,nevada,ONLN,MOBILE,FACE_ID,ALLOW,75071,TX,2-3 years,1998-01-08,Morning,1/4/2021,Fraud,103982.0,122256.0,16,TX,57.57,8,44,41,79,2021,1,1,1,1.0
7986,495.52,1661.9,Senior,4,1803,Unknown,t-mobile usa  inc.,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,75069,TX,Unknown,1990-12-09,Morning,5/19/2021,Fraud,58106.0,89683.0,16,TX,57.57,8,44,41,61,2021,5,1,2,0.5
7987,470.75,5456.85,Senior,2,1605,1 year or Less,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,75069,TX,Unknown,1999-10-13,Morning,5/14/2021,Non-Fraud,58106.0,89683.0,16,TX,57.57,8,44,41,60,2021,5,1,2,0.5
7988,487.12,1719.77,Adult,3,0,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,77346,TX,1 year or Less,1989-10-01,Evening,1/25/2021,Fraud,104829.0,122737.0,16,TX,57.57,8,44,41,48,2021,1,1,1,1.0
7989,574.5,5272.13,Senior,11,499,2-3 years,frontier communications of america  inc.,southwest,california,ONLN,missing,UN_PWD,ALLOW,77080,TX,Unknown,1980-07-21,Afternoon,3/3/2021,Non-Fraud,48547.0,67780.0,16,TX,57.57,8,44,41,70,2021,3,0,2,0.0
7990,0.01,6075.17,Young Adult,28,1218,1 year or Less,missing,missing,missing,MOBL,DESKTOP,TOUCH_ID,ALLOW,77080,TX,2-3 years,1997-08-03,Evening,1/21/2021,Non-Fraud,48547.0,67780.0,16,TX,57.57,8,44,41,19,2021,1,0,2,0.0
7991,485.72,329.48,Senior,13,529,Unknown,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,79765,TX,1 year or Less,1996-01-07,Evening,5/10/2021,Non-Fraud,99428.0,122176.0,16,TX,57.57,8,44,41,64,2021,5,0,3,0.0
7992,460.26,20879.95,Senior,9,552,Unknown,charter communications inc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,79765,TX,2-3 years,1968-04-01,Afternoon,5/19/2021,Non-Fraud,99428.0,122176.0,16,TX,57.57,8,44,41,70,2021,5,0,3,0.0
7993,0.01,0.0,Senior,5,266,1 year or Less,comcast cable communications  llc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,79765,TX,1 year or Less,2000-01-26,Morning,5/26/2021,Non-Fraud,99428.0,122176.0,16,TX,57.57,8,44,41,75,2021,5,0,3,0.0
7994,497.45,3874.84,Senior,7,2477,2-3 years,missing,missing,missing,MOBL,DESKTOP,UN_PWD,ALLOW,75088,TX,1 year or Less,1999-04-01,Morning,4/25/2021,Fraud,93703.0,108672.0,16,TX,57.57,8,44,41,64,2021,4,1,1,1.0
7995,126.67,181449.51,Adult,14,211,3-4 years,lehigh university,mid atlantic,pennsylvania,ONLN,MOBILE,UN_PWD,ALLOW,75752,TX,Unknown,2013-04-26,Afternoon,1/17/2021,Non-Fraud,55328.0,67037.0,16,TX,57.57,8,44,41,53,2021,1,0,1,0.0
7996,0.95,1894.36,Young Adult,6,103,1 year or Less,comcast cable communications  llc,mountain,utah,MOBL,MOBILE,UN_PWD,ALLOW,76634,TX,2-3 years,2017-07-14,Evening,8/24/2021,Non-Fraud,55923.0,71346.0,16,TX,57.57,8,44,41,22,2021,8,0,3,0.0
7997,489.93,1689.95,Young Adult,7,1614,2-3 years,hughes network systems,great lakes,illinois,MOBL,MOBILE,FACE_ID,ALLOW,76634,TX,3-4 years,1990-02-11,Afternoon,2/23/2021,Non-Fraud,55923.0,71346.0,16,TX,57.57,8,44,41,15,2021,2,0,3,0.0
7998,38.38,98.46,Senior,5,4,3-4 years,usfamily.net,great lakes,minnesota,MOBL,MOBILE,UN_PWD,CHALLENGE_SUCCESS,76634,TX,Unknown,2020-12-11,Morning,3/19/2021,Non-Fraud,55923.0,71346.0,16,TX,57.57,8,44,41,68,2021,3,0,3,0.0
7999,477.44,633.54,Senior,3,475,1 year or Less,t-mobile usa  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,78757,TX,Unknown,2004-05-01,Morning,5/28/2021,Non-Fraud,76716.0,105011.0,16,TX,57.57,8,44,41,67,2021,5,0,2,0.0
8000,607.55,37911.09,Senior,12,2755,Unknown,cox communications inc.,southwest,nevada,ONLN,DESKTOP,UN_PWD,ALLOW,78757,TX,2-3 years,2019-04-09,Morning,5/11/2021,Non-Fraud,76716.0,105011.0,16,TX,57.57,8,44,41,63,2021,5,0,2,0.0
8001,495.6,1973.28,Senior,4,15,2-3 years,centurylink communications  llc,mountain,wyoming,MOBL,MOBILE,FACE_ID,ALLOW,75203,TX,1 year or Less,2016-12-07,Evening,3/16/2021,Fraud,39285.0,56641.0,16,TX,57.57,8,44,41,64,2021,3,1,1,1.0
8002,476.92,4153.47,Senior,8,1325,2-3 years,charter communications,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,78560,TX,2-3 years,1997-02-01,Morning,5/9/2021,Non-Fraud,41647.0,47497.0,16,TX,57.57,8,44,41,70,2021,5,0,1,0.0
8003,488.73,2611.19,Adult,2,27,2-3 years,valley electric association,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,77830,TX,1 year or Less,1984-08-10,Afternoon,5/1/2021,Fraud,77821.0,107351.0,16,TX,57.57,8,44,41,35,2021,5,3,3,1.0
8004,492.93,2249.77,Young Adult,8,191,1 year or Less,missing,missing,missing,ONLN,DESKTOP,UN_PWD,ALLOW,77830,TX,1 year or Less,1978-06-12,Morning,1/1/2021,Fraud,77821.0,107351.0,16,TX,57.57,8,44,41,28,2021,1,3,3,1.0
8005,487.78,1582.24,Adult,2,0,1 year or Less,google  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,77830,TX,2-3 years,1999-12-19,Morning,4/7/2021,Fraud,77821.0,107351.0,16,TX,57.57,8,44,41,50,2021,4,3,3,1.0
8006,77.13,0.0,Senior,8,43,3-4 years,at&t mobility llc,southwest,california,ONLN,MOBILE,AFA_PL,ALLOW,78623,TX,Unknown,2018-02-10,Afternoon,2/9/2021,Non-Fraud,84875.0,91583.0,16,TX,57.57,8,44,41,67,2021,2,0,1,0.0
8007,0.01,0.0,Senior,3,1,2-3 years,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78260,TX,Unknown,1988-09-26,Morning,1/21/2021,Non-Fraud,115500.0,139487.0,16,TX,57.57,8,44,41,68,2021,1,0,2,0.0
8008,2158.71,5161.14,Senior,10,735,Unknown,comcast cable communications  llc,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,78260,TX,2-3 years,2010-10-15,Evening,6/12/2021,Non-Fraud,115500.0,139487.0,16,TX,57.57,8,44,41,61,2021,6,0,2,0.0
8009,49.78,0.0,Senior,6,35,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78412,TX,1 year or Less,2019-08-10,Afternoon,1/15/2021,Non-Fraud,50222.0,64368.0,16,TX,57.57,8,44,41,62,2021,1,0,1,0.0
8010,19.36,5592.41,Young Adult,8,15,Unknown,m247 ltd,south central,texas,ONLN,DESKTOP,FACE_ID,missing,78041,TX,Unknown,2019-06-23,Morning,6/8/2021,Non-Fraud,50603.0,72792.0,16,TX,57.57,8,44,41,15,2021,6,2,4,0.5
8011,0.01,814.82,Young Adult,4,727,1 year or Less,missing,missing,missing,MOBL,missing,UN_PWD,ALLOW,78041,TX,1 year or Less,1999-06-16,Morning,6/16/2021,Fraud,50603.0,72792.0,16,TX,57.57,8,44,41,22,2021,6,2,4,0.5
8012,487.7,3089.18,Young Adult,4,0,1 year or Less,missing,missing,missing,ONLN,DESKTOP,UN_PWD,ALLOW,78041,TX,1 year or Less,1994-01-07,Afternoon,6/20/2021,Fraud,50603.0,72792.0,16,TX,57.57,8,44,41,23,2021,6,2,4,0.5
8013,485.41,0.0,Adult,6,265,2-3 years,cox communications inc.,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,78041,TX,2-3 years,2014-02-06,Morning,6/14/2021,Non-Fraud,50603.0,72792.0,16,TX,57.57,8,44,41,33,2021,6,2,4,0.5
8014,0.01,1405.82,Senior,4,45,Unknown,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,76052,TX,Unknown,1999-04-19,Morning,2/1/2021,Non-Fraud,115397.0,136241.0,16,TX,57.57,8,44,41,61,2021,2,0,1,0.0
8015,58.28,0.0,Young Adult,3,1055,1 year or Less,charter communications inc,southwest,california,MOBL,DESKTOP,UN_PWD,ALLOW,78660,TX,1 year or Less,2001-10-12,Evening,6/28/2021,Non-Fraud,88204.0,102080.0,16,TX,57.57,8,44,41,23,2021,6,0,2,0.0
8016,0.01,1601.5,Adult,3,520,3-4 years,t-mobile usa  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,78660,TX,2-3 years,2000-10-30,Afternoon,1/11/2021,Non-Fraud,88204.0,102080.0,16,TX,57.57,8,44,41,30,2021,1,0,2,0.0
8017,473.05,10522.42,Adult,6,1502,Unknown,ets telephone company  inc.,south central,texas,ONLN,MOBILE,UN_PWD,ALLOW,79766,TX,Unknown,2010-03-04,Afternoon,2/1/2021,Non-Fraud,53300.0,77127.0,16,TX,57.57,8,44,41,52,2021,2,0,2,0.0
8018,477.4,2923.21,Adult,4,127,1 year or Less,comcast cable communications  llc,southwest,california,ONLN,DESKTOP,UN_PWD,ALLOW,79766,TX,Unknown,1987-12-15,Afternoon,7/25/2021,Non-Fraud,53300.0,77127.0,16,TX,57.57,8,44,41,42,2021,7,0,2,0.0
8019,494.19,2174.4,Senior,5,480,1 year or Less,missing,missing,missing,MOBL,missing,UN_PWD,ALLOW,77511,TX,1 year or Less,1995-01-01,Evening,4/10/2021,Fraud,64932.0,82678.0,16,TX,57.57,8,44,41,70,2021,4,2,2,1.0
8020,32.45,16082.0,Senior,25,163,1 year or Less,frontier communications of america  inc.,southeast,tennessee,ONLN,DESKTOP,FACE_ID,CHALLENGE_SUCCESS,77511,TX,1 year or Less,1978-04-23,Morning,3/17/2021,Fraud,64932.0,82678.0,16,TX,57.57,8,44,41,73,2021,3,2,2,1.0
8021,479.57,48036.57,Adult,3,317,Unknown,at&t mobility llc,south central,texas,ONLN,MOBILE,FACE_ID,ALLOW,77355,TX,Unknown,2002-10-14,Evening,3/9/2021,Non-Fraud,88042.0,110296.0,16,TX,57.57,8,44,41,45,2021,3,0,2,0.0
8022,2.08,468.29,Senior,2,63,1 year or Less,centurylink communications  llc,southwest,arizona,MOBL,MOBILE,AFA_PL,ALLOW,77355,TX,1 year or Less,2018-02-13,Evening,7/8/2021,Non-Fraud,88042.0,110296.0,16,TX,57.57,8,44,41,68,2021,7,0,2,0.0
8023,228.16,15864.73,Senior,5,944,Unknown,starvision  inc.,southeast,north carolina,MOBL,missing,UN_PWD,ALLOW,77087,TX,2-3 years,1911-10-12,Evening,6/1/2021,Non-Fraud,39800.0,51094.0,16,TX,57.57,8,44,41,82,2021,6,1,2,0.5
8024,496.13,9275.96,Senior,4,393,2-3 years,"amazon.com, inc",great lakes,ohio,MOBL,DESKTOP,TOUCH_ID,ALLOW,77087,TX,1 year or Less,1985-05-02,Afternoon,1/17/2021,Fraud,39800.0,51094.0,16,TX,57.57,8,44,41,78,2021,1,1,2,0.5
8025,2375.16,103192.3,Senior,6,1813,1 year or Less,comcast cable communications  llc,southwest,california,ONLN,MOBILE,TOUCH_ID,ALLOW,79013,TX,2-3 years,1986-05-19,Early Morning,3/7/2021,Non-Fraud,47805.0,49375.0,16,TX,57.57,8,44,41,64,2021,3,0,1,0.0
8026,487.92,3530.34,Adult,8,283,2-3 years,centurylink communications  llc,southwest,arizona,ONLN,DESKTOP,FACE_ID,ALLOW,77067,TX,2-3 years,1991-03-21,Afternoon,3/19/2021,Non-Fraud,43282.0,56581.0,16,TX,57.57,8,44,41,38,2021,3,0,1,0.0
8027,384.38,15351.17,Young Adult,3,2606,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,78586,TX,Unknown,2019-08-06,Morning,5/2/2021,Non-Fraud,31809.0,48309.0,16,TX,57.57,8,44,41,23,2021,5,0,2,0.0
8028,64.54,0.0,Adult,19,130,3-4 years,longmont power & communications,mountain,colorado,ONLN,missing,UN_PWD,ALLOW,78586,TX,2-3 years,1979-05-01,Morning,2/12/2021,Non-Fraud,31809.0,48309.0,16,TX,57.57,8,44,41,53,2021,2,0,2,0.0
8029,486.09,4108.27,Adult,7,0,Unknown,missing,missing,missing,ONLN,DESKTOP,FACE_ID,ALLOW,77055,TX,1 year or Less,2015-01-17,Evening,8/25/2021,Fraud,55591.0,112018.0,16,TX,57.57,8,44,41,37,2021,8,4,4,1.0
8030,489.26,2342.49,Senior,5,181,1 year or Less,itelkom,unknown,distrito capital,ONLN,MOBILE,UN_PWD,CHALLENGE_SUCCESS,77055,TX,Unknown,2008-12-13,Morning,6/19/2021,Fraud,55591.0,112018.0,16,TX,57.57,8,44,41,60,2021,6,4,4,1.0
8031,493.22,3149.02,Young Adult,9,1803,Unknown,m247 ltd,northeast,new york,MOBL,missing,TOUCH_ID,ALLOW,77055,TX,1 year or Less,2001-10-07,Afternoon,5/1/2021,Fraud,55591.0,112018.0,16,TX,57.57,8,44,41,26,2021,5,4,4,1.0
8032,489.88,3339.89,Adult,6,447,1 year or Less,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,77055,TX,Unknown,1994-09-11,Afternoon,2/25/2021,Fraud,55591.0,112018.0,16,TX,57.57,8,44,41,30,2021,2,4,4,1.0
8033,1913.47,16162.39,Senior,7,1472,2-3 years,frontier communications of america  inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,76115,TX,3-4 years,1987-08-02,Morning,6/4/2021,Non-Fraud,38929.0,46292.0,16,TX,57.57,8,44,41,60,2021,6,0,1,0.0
8034,489.17,1232.07,Senior,6,2193,1 year or Less,missing,missing,missing,MOBL,missing,UN_PWD,ALLOW,75211,TX,1 year or Less,1979-11-12,Afternoon,7/23/2021,Fraud,44893.0,57611.0,16,TX,57.57,8,44,41,81,2021,7,1,3,0.3333333333333333
8035,0.01,0.0,Adult,10,1217,Unknown,comcast,mountain,colorado,ONLN,DESKTOP,UN_PWD,ALLOW,75211,TX,Unknown,1984-05-09,Afternoon,3/19/2021,Non-Fraud,44893.0,57611.0,16,TX,57.57,8,44,41,39,2021,3,1,3,0.3333333333333333
8036,1974.09,2238.76,Senior,9,864,3-4 years,missing,missing,missing,MOBL,missing,FACE_ID,ALLOW,75211,TX,2-3 years,2004-04-07,Afternoon,4/3/2021,Non-Fraud,44893.0,57611.0,16,TX,57.57,8,44,41,76,2021,4,1,3,0.3333333333333333
8037,7.72,30760.18,Senior,3,202,2-3 years,comcast,southwest,california,ONLN,MOBILE,FACE_ID,ALLOW,79938,TX,Unknown,2000-11-20,Early Morning,3/8/2021,Non-Fraud,58902.0,71123.0,16,TX,57.57,8,44,41,85,2021,3,0,2,0.0
8038,477.32,0.0,Senior,4,2548,3-4 years,centurylink communications  llc,southwest,nevada,ONLN,MOBILE,UN_PWD,ALLOW,79938,TX,Unknown,1998-02-28,Afternoon,8/1/2021,Non-Fraud,58902.0,71123.0,16,TX,57.57,8,44,41,62,2021,8,0,2,0.0
8039,34.45,5519.95,Senior,13,131,Unknown,charter communications inc,midwest,nebraska,ONLN,MOBILE,TOUCH_ID,CHALLENGE_SUCCESS,76704,TX,Unknown,1981-08-19,Morning,3/19/2021,Non-Fraud,21398.0,29297.0,16,TX,57.57,8,44,41,63,2021,3,0,1,0.0
8040,77.9,27682.37,Senior,3,567,3-4 years,cellco partnership dba verizon wireless,northeast,new york,ONLN,MOBILE,UN_PWD,ALLOW,77562,TX,3-4 years,2014-12-01,Afternoon,7/1/2021,Non-Fraud,59792.0,72133.0,16,TX,57.57,8,44,41,64,2021,7,0,1,0.0
8041,96.1,2585.7,Adult,7,1215,1 year or Less,g-core labs s.a.,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,77435,TX,1 year or Less,2000-03-28,Evening,2/23/2021,Fraud,60250.0,78780.0,16,TX,57.57,8,44,41,48,2021,2,1,1,1.0
8042,18.11,283224.51,Young Adult,4,268,2-3 years,at&t mobility llc,south central,texas,ONLN,TABLET,TOUCH_ID,ALLOW,76135,TX,2-3 years,2004-09-29,Morning,1/18/2021,Non-Fraud,63672.0,89182.0,16,TX,57.57,8,44,41,26,2021,1,0,1,0.0
8043,60.24,33622.6,Senior,5,2625,Unknown,charter communications inc,south central,texas,MOBL,TABLET,UN_PWD,ALLOW,77833,TX,2-3 years,2002-05-17,Early Morning,2/6/2021,Non-Fraud,54748.0,84882.0,16,TX,57.57,8,44,41,65,2021,2,0,1,0.0
8044,36.42,646.52,Adult,5,73,Unknown,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,75050,TX,2-3 years,2020-11-03,Afternoon,5/5/2021,Non-Fraud,58567.0,71336.0,16,TX,57.57,8,44,41,46,2021,5,0,2,0.0
8045,6.85,1440.58,Senior,8,13,Unknown,centurylink communications  llc,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,75050,TX,Unknown,1994-08-11,Evening,1/22/2021,Non-Fraud,58567.0,71336.0,16,TX,57.57,8,44,41,68,2021,1,0,2,0.0
8046,61.01,14680.29,Senior,5,269,1 year or Less,missing,missing,missing,MOBL,DESKTOP,UN_PWD,ALLOW,77554,TX,Unknown,1970-05-26,Afternoon,5/1/2021,Non-Fraud,75283.0,113963.0,16,TX,57.57,8,44,41,60,2021,5,0,2,0.0
8047,62.3,21961.78,Young Adult,3,2700,1 year or Less,frontier communications of america  inc.,southwest,california,ONLN,MOBILE,UN_PWD,ALLOW,77554,TX,1 year or Less,2011-10-30,Evening,1/4/2021,Non-Fraud,75283.0,113963.0,16,TX,57.57,8,44,41,26,2021,1,0,2,0.0
8048,126.63,0.0,Senior,4,2314,3-4 years,cox communications inc.,south central,arkansas,ONLN,MOBILE,UN_PWD,ALLOW,77051,TX,Unknown,2021-02-17,Morning,6/15/2021,Non-Fraud,30646.0,41735.0,16,TX,57.57,8,44,41,65,2021,6,0,1,0.0
8049,7.99,0.0,Adult,3,1363,2-3 years,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,75075,TX,Unknown,2005-01-01,Afternoon,7/18/2021,Non-Fraud,80603.0,100435.0,16,TX,57.57,8,44,41,33,2021,7,2,3,0.6666666666666666
8050,491.92,2170.98,Senior,2,104,Unknown,consolidated communications,southwest,california,ONLN,DESKTOP,AFA_PL,ALLOW,75075,TX,Unknown,1982-04-28,Evening,7/23/2021,Fraud,80603.0,100435.0,16,TX,57.57,8,44,41,82,2021,7,2,3,0.6666666666666666
8051,488.64,3041.99,Young Adult,4,0,1 year or Less,m247 ltd,southwest,california,MOBL,MOBILE,FACE_ID,ALLOW,75075,TX,1 year or Less,2004-05-27,Afternoon,1/13/2021,Fraud,80603.0,100435.0,16,TX,57.57,8,44,41,25,2021,1,2,3,0.6666666666666666
8052,75.41,4089.44,Senior,11,880,1 year or Less,cox communications inc.,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,75227,TX,Unknown,2010-10-15,Early Morning,7/27/2021,Non-Fraud,43890.0,53687.0,16,TX,57.57,8,44,41,70,2021,7,1,2,0.5
8053,493.49,29997.26,Adult,8,608,1 year or Less,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,75227,TX,2-3 years,1989-11-29,Afternoon,2/20/2021,Fraud,43890.0,53687.0,16,TX,57.57,8,44,41,55,2021,2,1,2,0.5
8054,488.19,13646.9,Senior,5,71,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,76148,TX,1 year or Less,1999-04-06,Afternoon,4/12/2021,Fraud,72572.0,80480.0,16,TX,57.57,8,44,41,84,2021,4,1,2,0.5
8055,492.39,32662.95,Senior,5,1151,Unknown,deutsche telekom ag,unknown,baden-wuerttemberg,MOBL,missing,UN_PWD,ALLOW,76148,TX,Unknown,1970-07-20,Afternoon,1/30/2021,Non-Fraud,72572.0,80480.0,16,TX,57.57,8,44,41,67,2021,1,1,2,0.5
8056,494.32,3139.4,Senior,7,1488,1 year or Less,cox communications inc.,southwest,arizona,ONLN,MOBILE,UN_PWD,ALLOW,75235,TX,Unknown,2001-03-09,Early Morning,4/5/2021,Fraud,48603.0,59280.0,16,TX,57.57,8,44,41,72,2021,4,1,1,1.0
8057,109.23,1888.58,Senior,8,344,3-4 years,comcast,south central,texas,ONLN,missing,FACE_ID,ALLOW,78744,TX,2-3 years,1981-04-16,Afternoon,2/10/2021,Non-Fraud,52345.0,62167.0,16,TX,57.57,8,44,41,60,2021,2,0,1,0.0
8058,6.63,11257.45,Senior,3,1730,2-3 years,comcast cable communications  llc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,76043,TX,Unknown,1998-07-05,Early Morning,5/9/2021,Non-Fraud,58144.0,77790.0,16,TX,57.57,8,44,41,62,2021,5,0,2,0.0
8059,0.01,0.0,Adult,9,235,Unknown,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,76043,TX,2-3 years,1998-04-13,Afternoon,3/8/2021,Non-Fraud,58144.0,77790.0,16,TX,57.57,8,44,41,43,2021,3,0,2,0.0
8060,398.12,36285.64,Senior,11,553,1 year or Less,charter communications inc,south central,texas,MOBL,missing,FACE_ID,ALLOW,75116,TX,Unknown,2008-01-06,Morning,1/22/2021,Non-Fraud,45827.0,58023.0,16,TX,57.57,8,44,41,67,2021,1,0,3,0.0
8061,0.01,9231.04,Senior,2,559,1 year or Less,charter communications inc,southwest,california,MOBL,MOBILE,UN_PWD,ALLOW,75116,TX,Unknown,1999-09-01,Morning,2/21/2021,Non-Fraud,45827.0,58023.0,16,TX,57.57,8,44,41,72,2021,2,0,3,0.0
8062,364.52,0.0,Adult,3,569,Unknown,cellco partnership dba verizon wireless,south central,texas,MOBL,MOBILE,UN_PWD,ALLOW,75116,TX,Unknown,2006-10-03,Evening,2/12/2021,Non-Fraud,45827.0,58023.0,16,TX,57.57,8,44,41,36,2021,2,0,3,0.0
8063,489.83,71468.86,Adult,7,965,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,76537,TX,Unknown,1995-12-21,Morning,5/20/2021,Fraud,79773.0,88645.0,16,TX,57.57,8,44,41,41,2021,5,1,1,1.0
8064,495.58,2265.34,Young Adult,3,2745,1 year or Less,missing,missing,missing,MOBL,MOBILE,UN_PWD,ALLOW,78155,TX,Unknown,2014-04-20,Afternoon,3/23/2021,Fraud,58004.0,73503.0,16,TX,57.57,8,44,41,21,2021,3,1,1,1.0
8065,487.83,4146.77,Adult,3,90,1 year or Less,missing,missing,missing,ONLN,MOBILE,UN_PWD,ALLOW,76627,TX,1 year or Less,2017-08-11,Afternoon,6/6/2021,Fraud,62344.0,70143.0,16,TX,57.57,8,44,41,52,2021,6,1,1,1.0
